0,4.11801,0.133448
1,4.10641,0.120987
2,4.10255,0.109806
3,4.10532,0.10666
4,4.08884,0.0982933
5,4.08062,0.0911939
6,4.08052,0.0902031
7,4.06505,0.0874372
8,4.052,0.0853289
9,4.03685,0.0787224
10,4.02786,0.0830367
11,4.01692,0.0816119
12,4.00734,0.0814002
13,4.00276,0.0809917
14,3.98998,0.079625
15,3.97509,0.0809406
16,3.97152,0.081655
17,3.95165,0.0815098
18,3.92739,0.0825624
19,3.91857,0.0770566
20,3.89953,0.0821904
21,3.86656,0.0813667
22,3.84438,0.0856649
23,3.8394,0.0855775
24,3.81731,0.0866871
25,3.78864,0.0896606
26,3.78248,0.0890931
27,3.75716,0.0921635
28,3.73356,0.0995945
29,3.57896,0.0670417
30,3.57382,0.0672198
31,3.52106,0
32,0,-nan
33,0,-nan
34,0,-nan
35,0,-nan
36,0,-nan
37,0,-nan
38,0,-nan
39,0,-nan
40,0,-nan
41,0,-nan
42,0,-nan
43,0,-nan
44,0,-nan
45,0,-nan
46,0,-nan
47,0,-nan
48,0,-nan
49,0,-nan
50,0,-nan
51,0,-nan
52,0,-nan
53,0,-nan
54,0,-nan
55,0,-nan
56,0,-nan
57,0,-nan
58,0,-nan
59,0,-nan
60,0,-nan
61,0,-nan
62,0,-nan
63,0,-nan
64,0,-nan
65,0,-nan
66,0,-nan
67,0,-nan
68,0,-nan
69,0,-nan
70,3.21139,0.0128455
71,3.17973,0.0409624
72,3.17623,0.0409172
73,3.15577,0.0387635
74,3.15412,0.0436367
75,3.15155,0.0434356
76,3.15302,0.0470753
77,3.1513,0.0416705
78,3.1621,0.0396565
79,3.15906,0.0391774
80,3.1447,0.0418309
81,3.14417,0.0393567
82,3.1695,0.02778
83,3.15575,0.0264669
84,3.08592,0.0225622
85,3.08274,0.022539
86,3.04888,0.0258378
87,3.00418,0.0291214
88,3.00109,0.0289526
89,2.9627,0.030313
90,2.92809,0.0307263
91,2.8938,0.0308839
92,2.88967,0.033229
93,2.85592,0.0361237
94,2.83026,0.041732
95,2.81729,0.0400271
96,2.77942,0.0405277
97,2.75552,0.0413813
98,2.7529,0.041342
99,2.74336,0.0422156
100,2.73812,0.0430337
101,2.73807,0.044472
102,2.73428,0.0451291
103,2.73422,0.0465645
104,2.73597,0.0473832
105,2.7381,0.0497723
106,2.73369,0.0500732
107,2.73484,0.051499
108,2.73865,0.0532522
109,2.73544,0.0535962
110,2.74075,0.0564119
111,2.74665,0.0595202
112,2.74392,0.0596794
113,2.74923,0.0621887
114,2.75221,0.0640973
115,2.7549,0.0666078
116,2.75138,0.0654348
117,2.75493,0.0668068
118,2.76155,0.0688031
119,2.75812,0.067803
120,2.76306,0.06806
121,2.76893,0.0681471
122,2.76438,0.0678394
123,2.76356,0.0657442
124,2.76471,0.0641777
125,2.76626,0.0649458
126,2.76352,0.061702
127,2.76569,0.0598842
128,2.7712,0.0593276
129,2.76727,0.0579433
130,2.76888,0.0548212
131,2.77271,0.0539733
132,2.76922,0.0529945
133,2.77089,0.0504901
134,2.77326,0.0484631
135,2.77635,0.0504101
136,2.77641,0.0475737
137,2.7813,0.0469274
138,2.78645,0.0460321
139,2.78407,0.0459165
140,2.78761,0.0452814
141,2.79154,0.0445376
142,2.78888,0.0438768
143,2.79157,0.04329
144,2.79419,0.0420493
145,2.79429,0.0440724
146,2.79564,0.0415356
147,2.79748,0.0412458
148,2.8012,0.0404326
149,2.79798,0.0396119
150,2.79799,0.0386028
151,2.79922,0.0375184
152,2.79447,0.0367316
153,2.79158,0.035788
154,2.79198,0.0353566
155,2.78659,0.0358855
156,2.7824,0.0368513
157,2.77758,0.0385104
158,2.77718,0.0395608
159,2.76996,0.0419381
160,2.76377,0.0449241
161,2.76383,0.046477
162,2.75797,0.0491115
163,2.75429,0.0511558
164,2.75485,0.0518973
165,2.75082,0.0521051
166,2.74909,0.0531691
167,2.75067,0.0537784
168,2.7525,0.0558785
169,2.75072,0.054254
170,2.75358,0.0534086
171,2.75849,0.0549346
172,2.75591,0.0543154
173,2.75908,0.0540829
174,2.76468,0.0543173
175,2.76282,0.0542235
176,2.7671,0.0555623
177,2.7721,0.0552396
178,2.77353,0.0589908
179,2.77442,0.0566748
180,2.77662,0.0559412
181,2.77986,0.0566287
182,2.77653,0.0564342
183,2.77817,0.0566857
184,2.78224,0.0574717
185,2.77931,0.0575383
186,2.77977,0.0575121
187,2.78243,0.0573037
188,2.77978,0.0587421
189,2.78093,0.0583088
190,2.78809,0.0607647
191,2.79202,0.0621617
192,2.78952,0.0620601
193,2.79121,0.0623904
194,2.79532,0.0626869
195,2.79278,0.0623525
196,2.79445,0.0627294
197,2.79908,0.0637375
198,2.79568,0.0640143
199,2.79765,0.0656152
200,2.79951,0.0654014
201,2.80331,0.0683919
202,2.80049,0.0665898
203,2.80211,0.0683674
204,2.8067,0.0689537
205,2.80202,0.068733
206,2.80137,0.0695536
207,2.80449,0.0701801
208,2.80058,0.0704691
209,2.80059,0.0714232
210,2.80324,0.0711039
211,2.80087,0.0732166
212,2.79795,0.0719996
213,2.79619,0.0715605
214,2.79878,0.0717947
215,2.79255,0.0705997
216,2.78989,0.069832
217,2.7926,0.0697906
218,2.78774,0.0685191
219,2.78435,0.0670976
220,2.78708,0.0670663
221,2.78103,0.06608
222,2.77779,0.0647059
223,2.77747,0.0621237
224,2.77815,0.0641273
225,2.77449,0.0630215
226,2.77377,0.0619711
227,2.7771,0.0626063
228,2.77333,0.0612599
229,2.77186,0.0605287
230,2.77405,0.0610079
231,2.76945,0.0596216
232,2.76675,0.0575755
233,2.76811,0.0563936
234,2.76503,0.0558737
235,2.76199,0.0535245
236,2.76033,0.0522265
237,2.76365,0.0520672
238,2.76029,0.0510234
239,2.75916,0.0478673
240,2.76112,0.0474771
241,2.7588,0.0456563
242,2.76021,0.0437668
243,2.76423,0.0432266
244,2.76233,0.0423906
245,2.76494,0.0409767
246,2.7671,0.0389516
247,2.76818,0.0399715
248,2.76907,0.0380397
249,2.7713,0.035629
250,2.77464,0.0350154
251,2.77443,0.0341349
252,2.7788,0.0320983
253,2.7842,0.0309395
254,2.7842,0.0300063
255,2.788,0.0279205
256,2.79279,0.026771
257,2.79202,0.0255522
258,2.79438,0.0240453
259,2.79801,0.0227652
260,2.80102,0.0223127
261,2.80113,0.0221818
262,2.80406,0.0217268
263,2.80656,0.0220043
264,2.8066,0.0219741
265,2.80799,0.0218755
266,2.81009,0.0217458
267,2.80807,0.0206578
268,2.80636,0.0192567
269,2.808,0.0187418
270,2.80792,0.0189643
271,2.80804,0.0184267
272,2.8072,0.0177116
273,2.80876,0.0177277
274,2.80707,0.0167201
275,2.80538,0.0156155
276,2.80715,0.0157474
277,2.80532,0.0149908
278,2.80464,0.0145567
279,2.80667,0.0148139
280,2.80701,0.0151339
281,2.80801,0.0150001
282,2.80853,0.0156136
283,2.81108,0.0164435
284,2.81243,0.0163457
285,2.81567,0.0172637
286,2.8207,0.0173444
287,2.82185,0.0172729
288,2.82532,0.0179781
289,2.82838,0.0185149
290,2.83016,0.018589
291,2.83525,0.01906
292,2.83961,0.0188749
293,2.84155,0.0188878
294,2.84859,0.0196178
295,2.85608,0.019433
296,2.86343,0.0190697
297,2.86524,0.0189142
298,2.86957,0.0186925
299,2.87401,0.018114
300,2.87609,0.0180557
301,2.88344,0.0168602
302,2.89094,0.0164002
303,2.89309,0.0163648
304,2.89843,0.017216
305,2.90304,0.0166684
306,2.90485,0.0184673
307,2.9029,0.0187702
308,2.90188,0.0190864
309,2.90431,0.0191401
310,2.89996,0.0200485
311,2.89745,0.019627
312,2.90043,0.0199432
313,2.89544,0.0200772
314,2.89104,0.0216218
315,2.89368,0.0216866
316,2.88764,0.0216957
317,2.88212,0.0228374
318,2.87967,0.0218803
319,2.88177,0.0228065
320,2.88046,0.0233521
321,2.88069,0.0238015
322,2.8848,0.0241049
323,2.88502,0.0245888
324,2.88626,0.0252898
325,2.89187,0.0254741
326,2.89453,0.0254974
327,2.91953,0.0306471
328,2.92227,0.0305973
329,2.92426,0.029344
330,3.07163,0.0524551
331,3.17311,0.0808117
332,3.20203,0.0627078
333,3.20513,0.0627685
334,3.34117,0.085644
335,3.5339,0.0748054
336,3.57766,0.0979479
337,3.58794,0.0869876
338,3.67195,0.10396
339,3.70054,0.0880554
340,3.69683,0.0802347
341,3.71579,0.0679451
342,3.64119,0
343,3.64493,0.0333447
344,3.69551,0.071587
345,3.71356,0.0667633
346,3.70521,0.0645852
347,3.70911,0.0646531
348,3.71867,0.0585393
349,3.75122,0.0428147
350,3.7087,0.100807
351,3.68678,0.0996132
352,3.70266,0.0824959
353,3.48346,0.56298
354,3.51731,0.540581
355,3.44313,0.71188
356,3.22923,0.901382
357,3.24058,0.906384
358,2.8576,1.07937
359,2.3999,1.11157
360,2.40259,1.11282
361,1.48895,0.057252
362,1.48711,0.0580966
363,1.4653,0.0587532
